date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:39:35	1337/1337	---M-Z	200	added ('OK')	text/css	etag:%22539-652f9aff-7c95a9e3e66258cd;gz%22	https://spurdocoin.com/wp-content/uploads/elementor/css/post-38.css?ver=1697618687	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/uploads/elementor/css/post-38b907.css	(from https://spurdocoin.com/)
11:39:36	814685/814685	---M--	200	added ('OK')	image/gif	etag:%22c6e5d-644afe2e-208d9f1b13dd8127;;;%22	https://spurdocoin.com/wp-content/uploads/2023/04/spurdo-sparde.gif	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/uploads/2023/04/spurdo-sparde.gif	(from https://spurdocoin.com/)
11:39:36	124837/124837	---M-Z	200	added ('OK')	text/css	etag:%221e7a5-63ece777-370981ad96572d09;gz%22	https://spurdocoin.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=2.8.1	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons1102.css	(from https://spurdocoin.com/)
11:39:37	19363/19363	---M-Z	200	added ('OK')	text/css	etag:%224ba3-63ece5e8-a6a3a6f3f741faa0;gz%22	https://spurdocoin.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min3b94.css	(from https://spurdocoin.com/)
11:39:38	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-63ece5e9-6b4605774ce9841a;gz%22	https://spurdocoin.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://spurdocoin.com/)
11:39:39	11530/11530	---M-Z	200	added ('OK')	text/css	etag:%222d0a-63ecf853-20a51617e64c5bd8;gz%22	https://spurdocoin.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.7.7	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.minac9e.css	(from https://spurdocoin.com/)
11:39:40	28430/28430	---M-Z	200	added ('OK')	text/css	etag:%226f0e-652f9b03-624d508310fa5d73;gz%22	https://spurdocoin.com/wp-content/uploads/elementor/css/post-15.css?ver=1697618691	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/uploads/elementor/css/post-155a65.css	(from https://spurdocoin.com/)
11:39:41	21759/21759	---M-Z	200	added ('OK')	text/css	etag:%2254ff-63ece77b-2d0af904a76dedbd;gz%22	https://spurdocoin.com/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/elegant.css?ver=1.0.5	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/elegant97de.css	(from https://spurdocoin.com/)
11:39:42	8362/8362	---M-Z	200	added ('OK')	text/css	etag:%2220aa-63ece77b-60c26444af409d7a;gz%22	https://spurdocoin.com/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/linearicons.css?ver=1.0.5	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/linearicons97de.css	(from https://spurdocoin.com/)
11:39:43	17656/17656	---M-Z	200	added ('OK')	text/css	etag:%2244f8-63ece77b-806206ac3f30100a;gz%22	https://spurdocoin.com/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/themify.css?ver=1.0.5	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/skyboot-custom-icons-for-elementor/assets/css/themify97de.css	(from https://spurdocoin.com/)
11:39:45	448622/448622	---M-Z	200	added ('OK')	text/css	etag:%226d86e-63ece776-c803185542fadf2f;gz%22	https://spurdocoin.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.8.1	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles1102.css	(from https://spurdocoin.com/)
11:39:48	30283/30283	---M-Z	200	added ('OK')	text/css	etag:%22764b-63ece775-3a76ded9a2521739;gz%22	https://spurdocoin.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=2.8.1	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive1102.css	(from https://spurdocoin.com/)
11:39:48	57912/57912	---M-Z	200	added ('OK')	text/css	etag:%22e238-63ece5e9-d2c75ba3e435245a;gz%22	https://spurdocoin.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://spurdocoin.com/)
11:39:49	675/675	---M-Z	200	added ('OK')	text/css	etag:%222a3-63ece5e9-5a4614c56170065f;gz%22	https://spurdocoin.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://spurdocoin.com/)
11:39:50	87482/87482	---M-Z	200	added ('OK')	application/x-javascript	etag:%22155ba-652f99b7-1f999ebdc105a83c;gz%22	https://spurdocoin.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.0	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-includes/js/jquery/jquery.min3088.js	(from https://spurdocoin.com/)
11:39:51	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-652f99b8-1c9d205ee0407f1d;gz%22	https://spurdocoin.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://spurdocoin.com/)
11:39:52	39968/39968	---M-Z	200	added ('OK')	application/json	etag:%2290675-1703225392;gz%22	https://spurdocoin.com/index.php/wp-json/wp/v2/pages/15	/Users/tkatyal/websites/spurdo/spurdocoin.com/index.php/wp-json/wp/v2/pages/15.json	(from https://spurdocoin.com/)
11:39:53	808/808	---M-Z	200	added ('OK')	text/xml	date:Fri,%2022%20Dec%202023%2006:09:53%20GMT	https://spurdocoin.com/xmlrpc.php?rsd	/Users/tkatyal/websites/spurdo/spurdocoin.com/xmlrpc0db0.php	(from https://spurdocoin.com/)
11:39:54	212721/212721	---M-Z	200	added ('OK')	application/json	etag:%2290676-1703225394;gz%22	https://spurdocoin.com/index.php/wp-json/	/Users/tkatyal/websites/spurdo/spurdocoin.com/index.php/wp-json/index.html	(from https://spurdocoin.com/)
11:39:55	2408/2408	---M-Z	200	added ('OK')	application/json	etag:%2290677-1703225394;gz%22	https://spurdocoin.com/index.php/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fspurdocoin.com%2F	/Users/tkatyal/websites/spurdo/spurdocoin.com/index.php/wp-json/oembed/1.0/embed04ff.json	(from https://spurdocoin.com/)
11:39:55	2478/2478	---M-Z	200	added ('OK')	text/xml	etag:%2290678-1703225395;gz%22	https://spurdocoin.com/index.php/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fspurdocoin.com%2F&format=xml	/Users/tkatyal/websites/spurdo/spurdocoin.com/index.php/wp-json/oembed/1.0/embedfd5a	(from https://spurdocoin.com/)
11:39:56	10885/10885	---M--	200	added ('OK')	image/png	etag:%222a85-644afe99-4524c353f3e42a5c;;;%22	https://spurdocoin.com/wp-content/uploads/2023/04/Spurdo-logo-transprent-150x150.png	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/uploads/2023/04/Spurdo-logo-transprent-150x150.png	(from https://spurdocoin.com/)
11:39:57	26823/26823	---M--	200	added ('OK')	image/png	etag:%2268c7-644afe99-e33715b06c608be3;;;%22	https://spurdocoin.com/wp-content/uploads/2023/04/Spurdo-logo-transprent-300x300.png	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/uploads/2023/04/Spurdo-logo-transprent-300x300.png	(from https://spurdocoin.com/)
11:39:59	67856/67856	---M--	200	added ('OK')	image/png	etag:%2210910-644afece-a44c0e65ff105a80;;;%22	https://spurdocoin.com/wp-content/uploads/2023/04/image_2023-04-27_19-32-59-1024x341.png	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/uploads/2023/04/image_2023-04-27_19-32-59-1024x341.png	(from https://spurdocoin.com/)
11:40:00	104015/104015	---M--	200	added ('OK')	image/png	etag:%221964f-644afece-bc077bbb7d20f25d;;;%22	https://spurdocoin.com/wp-content/uploads/2023/04/image_2023-04-27_19-32-59.png	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/uploads/2023/04/image_2023-04-27_19-32-59.png	(from https://spurdocoin.com/)
11:40:01	66161/66161	---M--	200	added ('OK')	image/png	etag:%2210271-644b0314-537de7ec329e2e07;;;%22	https://spurdocoin.com/wp-content/uploads/2023/04/1_IWCfWF-e1682637588334.png	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/uploads/2023/04/1_IWCfWF-e1682637588334.png	(from https://spurdocoin.com/)
11:40:02	10109/10109	---M-Z	200	added ('OK')	text/css	etag:%22277d-63ece5ea-c72fa74df9c428b1;gz%22	https://spurdocoin.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://spurdocoin.com/)
11:40:03	150313/150313	---M--	200	added ('OK')	image/png	etag:%2224b29-644afe99-966eefa9a2486148;;;%22	https://spurdocoin.com/wp-content/uploads/2023/04/Spurdo-logo-transprent.png	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/uploads/2023/04/Spurdo-logo-transprent.png	(from https://spurdocoin.com/)
11:40:05	94741/94741	---M--	200	added ('OK')	image/png	etag:%2217215-644b0304-9d81660a1bef7bef;;;%22	https://spurdocoin.com/wp-content/uploads/2023/04/2_QLIFGa.png	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/uploads/2023/04/2_QLIFGa.png	(from https://spurdocoin.com/)
11:40:05	121565/121565	---M--	200	added ('OK')	image/png	etag:%221dadd-644b0305-c0da1ab5049beeb8;;;%22	https://spurdocoin.com/wp-content/uploads/2023/04/3_ofoaGI.png	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/uploads/2023/04/3_ofoaGI.png	(from https://spurdocoin.com/)
11:40:05	21898/21898	---M--	200	added ('OK')	image/png	etag:%22558a-64402933-85f98ea8748488bc;;;%22	https://spurdocoin.com/wp-content/uploads/2023/04/LOADER-12.png	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/uploads/2023/04/LOADER-12.png	(from https://spurdocoin.com/)
11:40:06	43291/43291	---M--	200	added ('OK')	image/png	etag:%22a91b-64402935-ffdd6c8c3e9e1fa7;;;%22	https://spurdocoin.com/wp-content/uploads/2023/04/LOADER-8.png	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/uploads/2023/04/LOADER-8.png	(from https://spurdocoin.com/)
11:40:07	69840/69840	---M--	200	added ('OK')	image/png	etag:%22110d0-64402932-3f74fdc375671d6a;;;%22	https://spurdocoin.com/wp-content/uploads/2023/04/1inch.png	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/uploads/2023/04/1inch.png	(from https://spurdocoin.com/)
11:40:08	30292/30292	---M--	200	added ('OK')	image/png	etag:%227654-64402936-d101f1b560862a23;;;%22	https://spurdocoin.com/wp-content/uploads/2023/04/LOADER-7.png	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/uploads/2023/04/LOADER-7.png	(from https://spurdocoin.com/)
11:40:09	50027/50027	---M--	200	added ('OK')	image/png	etag:%22c36b-64402934-7a43e984f5919daf;;;%22	https://spurdocoin.com/wp-content/uploads/2023/04/LOADER-9.png	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/uploads/2023/04/LOADER-9.png	(from https://spurdocoin.com/)
11:40:10	4477/4477	---M-Z	200	added ('OK')	application/x-javascript	etag:%22117d-63ecf86b-a40ec6a3ca93c94e;gz%22	https://spurdocoin.com/wp-content/plugins/loftloader-pro/assets/js/jquery.waitformedias.min.js?ver=2022022501	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/loftloader-pro/assets/js/jquery.waitformedias.min3a45.js	(from https://spurdocoin.com/)
11:40:11	13487/13487	---M-Z	200	added ('OK')	application/x-javascript	etag:%2234af-63ecf86b-e3c8c4c2cee9ffc8;gz%22	https://spurdocoin.com/wp-content/plugins/loftloader-pro/assets/js/loftloader.min.js?ver=2022022501	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/loftloader-pro/assets/js/loftloader.min3a45.js	(from https://spurdocoin.com/)
11:40:12	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-63ece5e9-fb3d941fbf283e66;gz%22	https://spurdocoin.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.11.0	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementor/assets/lib/animations/animations.minf416.css	(from https://spurdocoin.com/)
11:40:13	3164/3164	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c5c-63ece5c9-ef37657ee3b96086;gz%22	https://spurdocoin.com/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=1.0.0	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/themes/hello-elementor/assets/js/hello-frontend.min8a54.js	(from https://spurdocoin.com/)
11:40:14	40/40	---M--	200	added ('OK')	application/x-javascript	etag:%2228-63ece777-b143dd12f177cd31;;;%22	https://spurdocoin.com/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js?ver=2.8.1	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script1102.js	(from https://spurdocoin.com/)
11:40:15	137535/137535	---M-Z	200	added ('OK')	application/x-javascript	etag:%222193f-63ece776-48f2c68e042776ed;gz%22	https://spurdocoin.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=2.8.1	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts1102.js	(from https://spurdocoin.com/)
11:40:16	5184/5184	---M-Z	200	added ('OK')	application/x-javascript	etag:%221440-63ecf855-fa440b4de0916eba;gz%22	https://spurdocoin.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.7.7	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.minac9e.js	(from https://spurdocoin.com/)
11:40:17	4958/4958	---M-Z	200	added ('OK')	application/x-javascript	etag:%22135e-63ece5ea-1d1e60322e51174f;gz%22	https://spurdocoin.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.11.0	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementor/assets/js/webpack.runtime.minf416.js	(from https://spurdocoin.com/)
11:40:18	36460/36460	---M-Z	200	added ('OK')	application/x-javascript	etag:%228e6c-63ece5eb-79d21ef6159a610d;gz%22	https://spurdocoin.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.11.0	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementor/assets/js/frontend-modules.minf416.js	(from https://spurdocoin.com/)
11:40:19	8171/8171	---M-Z	200	added ('OK')	application/x-javascript	etag:%221feb-652f99bd-cb9d9fcdcf8da9ec;gz%22	https://spurdocoin.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://spurdocoin.com/)
11:40:20	6607/6607	---M-Z	200	added ('OK')	application/x-javascript	etag:%2219cf-652f99bd-a98bddc1d8708a53;gz%22	https://spurdocoin.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.11	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-includes/js/dist/vendor/regenerator-runtime.min8fa4.js	(from https://spurdocoin.com/)
11:40:21	16146/16146	---M-Z	200	added ('OK')	application/x-javascript	etag:%223f12-652f99bd-bcec939d2b7a2eb3;gz%22	https://spurdocoin.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://spurdocoin.com/)
11:40:22	4627/4627	---M-Z	200	added ('OK')	application/x-javascript	etag:%221213-652f99bd-ee675897d4fb1c63;gz%22	https://spurdocoin.com/wp-includes/js/dist/hooks.min.js?ver=c6aec9a8d4e5a5d543a1	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-includes/js/dist/hooks.min2ebd.js	(from https://spurdocoin.com/)
11:40:23	9445/9445	---M-Z	200	added ('OK')	application/x-javascript	etag:%2224e5-652f99bd-c3505bb098220251;gz%22	https://spurdocoin.com/wp-includes/js/dist/i18n.min.js?ver=7701b0c3857f914212ef	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-includes/js/dist/i18n.minf92f.js	(from https://spurdocoin.com/)
11:40:24	21417/21417	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253a9-63ecf855-45e007d06fea5081;gz%22	https://spurdocoin.com/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.7.7	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementor-pro/assets/js/frontend.minac9e.js	(from https://spurdocoin.com/)
11:40:25	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa6-63ece5e9-2ec75145895d2b98;gz%22	https://spurdocoin.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://spurdocoin.com/)
11:40:26	21438/21438	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253be-652f99b8-7e103b0fcd87fb6d;gz%22	https://spurdocoin.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-includes/js/jquery/ui/core.min3f14.js	(from https://spurdocoin.com/)
11:40:27	41883/41883	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a39b-63ece5eb-3ed9ef4c2181ff26;gz%22	https://spurdocoin.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.11.0	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementor/assets/js/frontend.minf416.js	(from https://spurdocoin.com/)
11:40:28	24382/24382	---M-Z	200	added ('OK')	application/x-javascript	etag:%225f3e-63ecf855-3f978798f6deb029;gz%22	https://spurdocoin.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.7.7	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.minac9e.js	(from https://spurdocoin.com/)
11:40:29	810/810	---M-Z	200	added ('OK')	application/x-javascript	etag:%2232a-63ece776-b4ea5947a533a978;gz%22	https://spurdocoin.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.js?ver=2.8.1	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle1102.js	(from https://spurdocoin.com/)
11:40:30	18482/18482	---M-Z	200	added ('OK')	application/x-javascript	etag:%224832-63ece776-56cfd60239ac9d43;gz%22	https://spurdocoin.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor.js?ver=2.8.1	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor1102.js	(from https://spurdocoin.com/)
11:40:31	139153/139153	---M-Z	200	added ('OK')	application/x-javascript	etag:%2221f91-63ece5e9-70af30a24451c80b;gz%22	https://spurdocoin.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=2.8.1	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min1102.js	(from https://spurdocoin.com/)
11:40:32	18833/18833	---M-Z	200	added ('OK')	application/x-javascript	etag:%224991-652f99b7-64ddbc6ab55feb46;gz%22	https://spurdocoin.com/wp-includes/js/underscore.min.js?ver=1.13.4	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-includes/js/underscore.mind584.js	(from https://spurdocoin.com/)
11:40:33	1426/1426	---M-Z	200	added ('OK')	application/x-javascript	etag:%22592-652f99b9-f00e9360c3315f69;gz%22	https://spurdocoin.com/wp-includes/js/wp-util.min.js?ver=6.3.2	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-includes/js/wp-util.mine35d.js	(from https://spurdocoin.com/)
11:40:34	771/771	---M-Z	200	added ('OK')	application/x-javascript	etag:%22303-63ebfb6a-e00d6ef33f9474fb;gz%22	https://spurdocoin.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.7.9.1	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min4a2b.js	(from https://spurdocoin.com/)
11:40:37	459032/459032	---M--	200	added ('OK')	application/font-woff	etag:%2270118-63ece777-1f46aeed5d14187e;;;%22	https://spurdocoin.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/fonts/elementskit.woff?y24e1e	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/fonts/elementskit97ac.woff	(from https://spurdocoin.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=2.8.1)
11:40:39	212956/212956	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2233fdc-63ece5e8-e5741bfef1c6f424;gz%22	https://spurdocoin.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.18.0	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.eot	(from https://spurdocoin.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
11:40:40	93868/93868	---M--	200	added ('OK')	font/woff2	etag:%2216eac-63ece5e8-2ea5fb0c96bb5398;;;%22	https://spurdocoin.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.18.0	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.woff2	(from https://spurdocoin.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
11:40:41	114948/114948	---M--	200	added ('OK')	application/font-woff	etag:%221c104-63ece5e8-3c2de0a9ec0820d7;;;%22	https://spurdocoin.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.18.0	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.woff	(from https://spurdocoin.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
11:40:41	212796/212796	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%2233f3c-63ece5e8-44277079026d1dc4;gz%22	https://spurdocoin.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.18.0	/Users/tkatyal/websites/spurdo/spurdocoin.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.ttf	(from https://spurdocoin.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
